0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Label
0.29,0.129571,0.135543,0.139028,0.226415,0.990818,0.708877,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.039325,0.003138,0.033235,0.0,0.0,0.002746,0.026304,0.008888,0.083395,0.0,0.345188,0.4,0.339744,0.0,0.034537,0.0,0.0,0.084853,0.333333,0.25,0.104167,0.0,0.0,0.0,0.0,0
0.24,0.113929,0.133564,0.138502,0.226415,0.99934,0.722824,0.0,9.3e-05,0.000155,6.4e-05,0.018051,0.0,0.036643,0.004666,0.027264,0.0,0.0,0.002478,0.016774,0.007035,0.063291,0.0,0.34728,0.2,0.346154,0.0,0.025432,0.0,0.0,0.062895,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0
0.23,0.106743,0.132575,0.138502,0.226415,0.998906,0.723729,0.0,0.0,0.000119,3.2e-05,0.016245,0.0,0.029315,0.002353,0.025004,0.0,0.0,0.00237,0.0115,0.006074,0.053239,0.071429,0.34728,0.0,0.344017,0.0,0.020879,0.0,0.0,0.052475,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0
0.23,0.093426,0.126639,0.136399,0.226415,0.918036,0.646738,0.0,9.3e-05,2.6e-05,0.0,0.00722,0.0,0.039294,0.002973,0.029399,0.0,0.0,0.002375,0.014613,0.006177,0.055101,0.0,0.263598,0.2,0.260684,0.0,0.021507,0.0,0.0,0.05508,0.0,0.0,0.048611,0.0,0.0,0.0,0.0,0
0.23,0.105475,0.127381,0.136399,0.226415,0.838295,0.569713,0.0,9.3e-05,7.7e-05,2.4e-05,0.01444,0.0,0.032433,0.005656,0.023527,0.0,0.0,0.00313,0.012199,0.006795,0.053611,0.0,0.26569,0.2,0.258547,0.0,0.021664,0.0,0.0,0.053219,0.0,0.25,0.076389,0.0,0.0,0.0,0.0,0
0.23,0.120482,0.130843,0.137451,0.226415,0.840569,0.569746,0.0,9.3e-05,2.6e-05,0.0,0.005415,0.0,0.033213,0.00384,0.027288,0.0,0.0,0.002409,0.012517,0.006143,0.053239,0.0,0.098326,0.2,0.089744,0.0,0.021507,0.0,0.0,0.053591,0.0,0.0,0.069444,0.0,0.0,0.0,0.0,0
0.26,0.12175,0.132575,0.138239,0.226415,0.84286,0.569828,0.0,0.000187,0.000418,3.2e-05,0.023466,0.0,0.041227,0.006152,0.027586,0.0,0.0,0.002407,0.013089,0.006486,0.062547,0.071429,0.096234,0.2,0.087607,0.0,0.02292,0.0,0.0,0.061779,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.24,0.1171,0.133564,0.138502,0.226415,0.845099,0.569828,0.0,9.3e-05,5e-06,0.0,0.00722,0.0,0.040604,0.005161,0.031783,0.0,0.0,0.002364,0.012072,0.00604,0.052122,0.071429,0.094142,0.0,0.08547,0.0,0.020565,0.0,0.0,0.051358,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0
0.23,0.106531,0.130843,0.137714,0.226415,0.847338,0.569861,0.0,0.00028,0.0,0.0,0.048736,0.0,0.024699,0.014533,0.020448,0.0,0.0,0.002347,0.011182,0.006006,0.05175,0.071429,0.09205,0.2,0.083333,0.0,0.020565,0.0,0.0,0.050986,0.0,0.25,0.076389,0.0,0.0,0.0,0.0,0
0.24,0.109279,0.130596,0.137714,0.226415,0.76803,0.492607,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.04235,0.004996,0.032006,0.0,0.0,0.00237,0.016583,0.006074,0.054728,0.0,0.087866,0.2,0.083333,0.0,0.021193,0.0,0.0,0.054336,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.24,0.116677,0.132822,0.138502,0.226415,0.689452,0.415434,0.0,0.000187,5.2e-05,0.0,0.009025,0.0,0.056072,0.00578,0.048344,0.0,0.0,0.023061,0.012644,0.026562,0.060685,0.0,0.096234,0.2,0.09188,0.0,0.028885,0.0,0.0,0.06029,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.24,0.114141,0.132822,0.138502,0.226415,0.692455,0.415533,0.0,0.0,0.0,0.0,0.005415,0.0,0.031653,0.002808,0.025141,0.0,0.0,0.002338,0.011373,0.005937,0.050261,0.071429,0.087866,0.0,0.083333,0.0,0.020094,0.0,0.0,0.049498,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0
0.23,0.115409,0.133564,0.139028,0.226415,0.694815,0.415648,0.0,0.000746,0.000351,2.4e-05,0.041516,0.0,0.03761,0.022832,0.029511,0.0,0.0,0.00235,0.010865,0.005937,0.050261,0.0,0.09205,0.0,0.08547,0.0,0.020251,0.0,0.0,0.049498,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.23,0.102938,0.129854,0.137714,0.226415,0.697106,0.415731,0.0,0.000466,0.0,0.0,0.039711,0.0,0.037859,0.015607,0.031621,0.0,0.0,0.002296,0.010801,0.005868,0.049888,0.071429,0.09205,0.2,0.087607,0.0,0.019937,0.0,0.0,0.048753,0.0,0.25,0.090278,0.0,0.0,0.0,0.0,0
0.23,0.108645,0.129112,0.137451,0.226415,0.699328,0.415747,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.024543,0.00512,0.020497,0.0,0.0,0.002335,0.010738,0.005903,0.049888,0.071429,0.09205,0.2,0.081197,0.0,0.020094,0.0,0.0,0.049498,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0
0.23,0.099979,0.126391,0.136399,0.226415,0.703078,0.415829,0.0,0.000466,5e-06,0.0,0.00722,0.0,0.074222,0.007845,0.06657,0.0,0.0,0.033038,0.012707,0.03648,0.065897,0.071429,0.083682,0.0,0.07906,0.0,0.053061,0.0,0.0,0.065501,0.0,0.0,0.034722,0.0,0.0,0.0,0.0,0
0.28,0.121116,0.131833,0.138239,0.226415,0.705699,0.415944,0.0,0.000653,0.002599,0.004771,0.081227,0.0,0.029564,0.017919,0.020833,0.0,0.0,0.002418,0.01258,0.006452,0.061057,0.0,0.085774,0.2,0.076923,0.0,0.022606,0.0,0.0,0.06029,0.0,0.25,0.090278,0.0,0.0,0.0,0.0,0
0.24,0.114352,0.130349,0.137714,0.226415,0.709118,0.416043,0.0,0.001119,5e-06,0.0,0.009025,0.0,0.09284,0.01635,0.083492,0.0,0.0,0.067402,0.013978,0.071039,0.073343,0.071429,0.08159,0.0,0.07906,0.0,0.053375,0.0,0.0,0.072944,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0
0.23,0.099979,0.126144,0.135874,0.226415,0.711652,0.416092,0.0,0.00084,1.5e-05,8e-06,0.01444,0.0,0.038171,0.025434,0.03187,0.0,0.0,0.011159,0.011246,0.014654,0.054728,0.071429,0.077406,0.2,0.07265,0.0,0.023862,0.0,0.0,0.053964,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0
0.23,0.129148,0.133564,0.138502,0.226415,0.631112,0.339512,0.0,0.0,5e-06,0.0,0.005415,0.0,0.037984,0.002271,0.029759,0.0,0.0,0.002421,0.023127,0.006555,0.061802,0.0,0.075314,0.4,0.070513,0.0,0.023862,0.0,0.0,0.063268,0.0,0.25,0.055556,0.0,0.0,0.0,0.0,0
0.24,0.116889,0.13208,0.138239,0.226415,0.561386,0.263146,0.0,0.005224,0.000325,2.4e-05,0.018051,0.0,0.240878,0.028737,0.211715,0.0,0.0,0.26704,0.041362,0.270119,0.305287,0.071429,0.10251,0.2,0.096154,0.0,0.302512,0.0,0.0,0.304429,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0
0.23,0.112661,0.131338,0.137976,0.226415,0.573779,0.263392,0.0,0.001586,0.000144,2.4e-05,0.01444,0.0,0.106281,0.019199,0.090941,0.0,0.0,0.04032,0.018934,0.044065,0.083768,0.0,0.08159,0.2,0.07906,0.0,0.051805,0.0,0.0,0.082992,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0
0.23,0.119425,0.133317,0.138765,0.226415,0.57975,0.263573,0.0,0.00056,0.000634,0.000199,0.032491,0.0,0.072631,0.010281,0.058363,0.0,0.0,0.07293,0.020522,0.076358,0.133284,0.071429,0.083682,0.2,0.07906,0.0,0.102198,0.0,0.0,0.132118,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0
0.24,0.129782,0.139253,0.14113,0.226415,0.585635,0.263771,0.0,0.001026,7.7e-05,8e-06,0.016245,0.0,0.082829,0.016309,0.067129,0.0,0.0,0.037236,0.017473,0.040839,0.099032,0.0,0.083682,0.2,0.081197,0.0,0.058085,0.0,0.0,0.097879,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.24,0.102938,0.132575,0.139028,0.226415,0.589679,0.263853,0.0,0.00056,7.7e-05,8e-06,0.01083,0.0,0.063899,0.011396,0.057941,0.0,0.0,0.020147,0.011881,0.023542,0.061057,0.0,0.083682,0.2,0.076923,0.0,0.03438,0.0,0.0,0.06029,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0
0.24,0.106531,0.130596,0.138239,0.226415,0.592543,0.263919,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.043005,0.003138,0.033782,0.0,0.0,0.002281,0.010229,0.005697,0.047282,0.071429,0.077406,0.0,0.074786,0.0,0.019466,0.0,0.0,0.04652,0.0,0.0,0.034722,0.0,0.0,0.0,0.0,0
0.26,0.114564,0.130843,0.138239,0.226415,0.596483,0.264034,0.0,0.000746,1.5e-05,0.0,0.028881,0.0,0.068577,0.014657,0.064323,0.0,0.0,0.053361,0.015122,0.057243,0.086374,0.071429,0.07113,0.2,0.068376,0.0,0.074411,0.0,0.0,0.085969,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0
0.23,0.099979,0.126639,0.136662,0.226415,0.600319,0.264067,0.0,0.00028,0.0,0.0,0.00722,0.0,0.02735,0.012758,0.018337,0.0,0.0,0.002284,0.011309,0.005765,0.048399,0.071429,0.07113,0.0,0.066239,0.0,0.019623,0.0,0.0,0.047637,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.24,0.097865,0.123671,0.135348,0.226415,0.602628,0.264083,0.0,0.000653,0.001325,0.001694,0.061372,0.0,0.040947,0.016102,0.033136,0.0,0.0,0.002253,0.024207,0.005765,0.053984,0.0,0.073222,0.0,0.068376,0.0,0.01978,0.0,0.0,0.053219,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0
0.22,0.106531,0.126886,0.136399,0.226415,0.605041,0.264149,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.037922,0.003262,0.030516,0.0,0.0,0.002398,0.011119,0.006006,0.049516,0.0,0.075314,0.2,0.070513,0.0,0.020408,0.0,0.0,0.049125,0.0,0.25,0.111111,0.0,0.0,0.0,0.0,0
0.22,0.092581,0.121692,0.134297,0.226415,0.607419,0.264215,0.0,0.000187,0.00049,3.2e-05,0.021661,0.0,0.040417,0.005285,0.032975,0.0,0.0,0.002392,0.011055,0.006006,0.049516,0.0,0.077406,0.0,0.07265,0.0,0.020408,0.0,0.0,0.048753,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.22,0.091313,0.119218,0.132983,0.226415,0.609831,0.264314,0.0,0.0,0.0,0.0,0.009025,0.0,0.024543,0.003055,0.021466,0.0,0.0,0.002395,0.010992,0.00604,0.049516,0.0,0.083682,0.0,0.07906,0.0,0.020565,0.0,0.0,0.049125,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0
0.21,0.088988,0.115508,0.131143,0.226415,0.612105,0.264281,0.0,9.3e-05,0.000325,2.4e-05,0.016245,0.0,0.040105,0.00384,0.030703,0.0,0.0,0.002412,0.011437,0.006074,0.050261,0.0,0.085774,0.0,0.081197,0.0,0.020565,0.0,0.0,0.049498,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0
0.22,0.092581,0.114766,0.130355,0.226415,0.614449,0.264297,0.0,9.3e-05,0.000103,8e-06,0.012635,0.0,0.043972,0.004418,0.035507,0.0,0.0,0.00239,0.010928,0.00604,0.049516,0.071429,0.085774,0.0,0.083333,0.0,0.020251,0.0,0.0,0.048753,0.0,0.0,0.048611,0.0,0.0,0.0,0.0,0
0.22,0.091313,0.112788,0.129041,0.226415,0.616827,0.264363,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.031716,0.003344,0.026146,0.0,0.0,0.00239,0.010992,0.006006,0.049888,0.0,0.089958,0.2,0.08547,0.0,0.020565,0.0,0.0,0.049498,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.22,0.110336,0.117487,0.130092,0.226415,0.619118,0.264346,0.0,0.0,0.0,0.0,0.005415,0.0,0.024294,0.003592,0.021342,0.0,0.0,0.002418,0.010992,0.006143,0.050261,0.071429,0.089958,0.0,0.087607,0.0,0.021036,0.0,0.0,0.04987,0.0,0.0,0.034722,0.0,0.0,0.0,0.0,0
0.25,0.113929,0.12095,0.13088,0.226415,0.554686,0.263228,0.0,0.000187,2.6e-05,8e-06,0.009025,0.0,0.04893,0.004913,0.031696,0.0,0.0,0.002412,0.012644,0.006452,0.05994,0.071429,0.09205,0.2,0.08547,0.0,0.022449,0.0,0.0,0.059174,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.22,0.121327,0.126144,0.132457,0.226415,0.490063,0.261945,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.036331,0.004211,0.028592,0.0,0.0,0.002409,0.012072,0.006109,0.050633,0.071429,0.087866,0.0,0.083333,0.0,0.020565,0.0,0.0,0.04987,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0
0.22,0.11097,0.125649,0.132457,0.226415,0.492198,0.261764,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.033556,0.003468,0.027996,0.0,0.0,0.00237,0.010801,0.005971,0.049144,0.071429,0.083682,0.2,0.076923,0.0,0.020251,0.0,0.0,0.048381,0.0,0.25,0.104167,0.0,0.0,0.0,0.0,0
0.22,0.119214,0.129607,0.134034,0.226415,0.494888,0.261781,0.0,9.3e-05,1.5e-05,0.0,0.009025,0.0,0.038764,0.003344,0.032428,0.0,0.0,0.013488,0.012263,0.017125,0.058451,0.071429,0.08159,0.2,0.074786,0.0,0.034223,0.0,0.0,0.057685,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.21,0.098499,0.12466,0.132457,0.226415,0.4977,0.261912,0.0,0.0,0.0,0.0,0.005415,0.0,0.040136,0.00256,0.035371,0.0,0.0,0.00237,0.010547,0.005937,0.048771,0.071429,0.07113,0.2,0.068376,0.0,0.020094,0.0,0.0,0.048009,0.0,0.25,0.076389,0.0,0.0,0.0,0.0,0
0.24,0.111604,0.126391,0.132983,0.226415,0.576834,0.334463,0.0,0.000187,0.002289,0.004231,0.048736,0.0,0.035365,0.004542,0.028195,0.0,0.0,0.002387,0.011119,0.00604,0.049888,0.071429,0.075314,0.2,0.074786,0.0,0.020722,0.0,0.0,0.049498,0.0,0.25,0.076389,0.0,0.0,0.0,0.0,0
0.22,0.11097,0.126144,0.132457,0.226415,0.656316,0.406931,0.0,9.3e-05,5.2e-05,0.0,0.01083,0.0,0.043878,0.004748,0.036637,0.0,0.0,0.015419,0.013089,0.019047,0.068876,0.0,0.079498,0.2,0.076923,0.0,0.030612,0.0,0.0,0.068106,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.23,0.102938,0.124413,0.132194,0.226415,0.663536,0.411257,0.0,9.3e-05,1.5e-05,0.0,0.005415,0.0,0.033681,0.003716,0.028406,0.0,0.0,0.012779,0.016202,0.017022,0.06478,0.0,0.175732,0.2,0.173077,0.0,0.033124,0.0,0.0,0.065128,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0
0.22,0.105897,0.124413,0.131932,0.226415,0.669976,0.415566,0.0,0.000187,0.000624,4e-05,0.018051,0.0,0.044065,0.006069,0.036538,0.0,0.0,0.002518,0.014613,0.006795,0.058824,0.0,0.175732,0.2,0.168803,0.0,0.024019,0.0,0.0,0.058429,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.21,0.107377,0.123671,0.131406,0.226415,0.592786,0.340565,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.043754,0.003262,0.033446,0.0,0.0,0.002427,0.02713,0.00628,0.059568,0.0,0.171548,0.2,0.17094,0.0,0.021821,0.0,0.0,0.059546,0.0,0.0,0.069444,0.0,0.0,0.0,0.0,0
0.26,0.114775,0.125402,0.132194,0.226415,0.519536,0.265695,0.0,0.00028,0.001109,0.002044,0.052347,0.0,0.036144,0.007721,0.026246,0.0,0.0,0.109998,0.017981,0.113834,0.112063,0.071429,0.17364,0.2,0.17094,0.0,0.096546,0.0,0.0,0.110904,0.0,0.25,0.097222,0.5,0.5,0.0,0.0,0
0.24,0.116677,0.127133,0.132457,0.226415,0.546545,0.266287,0.0,0.016604,0.000361,2.4e-05,0.030686,0.02,0.499657,0.045004,0.496604,0.0,0.0,0.663026,0.050956,0.664299,0.472077,0.071429,0.161088,0.2,0.160256,0.0,0.475667,0.0,0.0,0.471157,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0
0.22,0.130628,0.133317,0.135085,0.226415,0.5651,0.266682,0.0,0.002519,6.7e-05,8e-06,0.023466,0.0,0.151999,0.022254,0.145902,0.0,0.0,0.002401,0.010992,0.00604,0.049888,0.071429,0.073222,0.2,0.068376,0.0,0.020565,0.0,0.0,0.049498,0.0,0.25,0.076389,0.0,0.0,0.0,0.0,0
0.21,0.110547,0.128865,0.133771,0.226415,0.562584,0.266649,0.0,0.000187,0.000572,3.2e-05,0.016245,0.0,0.040947,0.006235,0.033124,0.0,0.0,0.002381,0.010992,0.005971,0.049516,0.0,0.075314,0.0,0.070513,0.0,0.020251,0.0,0.0,0.048753,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0
0.21,0.122596,0.133317,0.135348,0.226415,0.564909,0.266649,0.0,0.0,5e-06,0.0,0.00361,0.0,0.029221,0.002973,0.025563,0.0,0.0,0.002401,0.011564,0.00604,0.049888,0.071429,0.069038,0.0,0.064103,0.0,0.020408,0.0,0.0,0.049498,0.0,0.25,0.076389,0.0,0.0,0.0,0.0,0
0.22,0.121116,0.134554,0.136137,0.226415,0.491521,0.190217,0.0,0.001119,0.000144,8e-06,0.021661,0.0,0.136406,0.010611,0.124697,0.0,0.0,0.160035,0.031768,0.163321,0.22487,0.0,0.066946,0.2,0.066239,0.0,0.19686,0.0,0.0,0.224414,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0
0.22,0.112873,0.133564,0.136137,0.226415,0.419191,0.113719,0.0,0.000933,0.000108,8e-06,0.039711,0.0,0.088037,0.013419,0.085826,0.0,0.0,0.037076,0.015566,0.040496,0.10201,0.0,0.064854,0.2,0.061966,0.0,0.061224,0.0,0.0,0.101228,0.0,0.25,0.069444,0.0,0.0,0.0,0.0,0
0.22,0.098288,0.12837,0.13456,0.226415,0.421742,0.113752,0.0,0.0,1.5e-05,0.0,0.005415,0.0,0.03708,0.002188,0.028319,0.0,0.0,0.00583,0.011564,0.009609,0.059196,0.0,0.07113,0.0,0.070513,0.0,0.027002,0.0,0.0,0.058429,0.0,0.0,0.048611,0.0,0.0,0.0,0.0,0
0.22,0.106743,0.129359,0.135085,0.226415,0.424849,0.113851,0.0,0.000187,5.2e-05,0.0,0.00722,0.0,0.060095,0.005037,0.055222,0.0,0.0,0.026701,0.016964,0.031813,0.128071,0.0,0.073222,0.2,0.068376,0.0,0.070016,0.0,0.0,0.127279,0.0,0.25,0.111111,0.0,0.0,0.0,0.0,0
0.25,0.118791,0.132575,0.136399,0.226415,0.430491,0.113966,0.0,0.00028,0.00147,0.001924,0.054152,0.0,0.069451,0.005202,0.06621,0.0,0.0,0.026718,0.01779,0.032019,0.13105,0.0,0.077406,0.2,0.074786,0.0,0.0719,0.0,0.0,0.130629,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0
0.25,0.122173,0.132575,0.136399,0.226415,0.435785,0.114114,0.0,0.00028,4.1e-05,3.2e-05,0.01083,0.0,0.069139,0.005285,0.065688,0.0,0.0,0.021118,0.018171,0.026356,0.120998,0.071429,0.066946,0.2,0.066239,0.0,0.060911,0.0,0.0,0.119836,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0
0.21,0.127669,0.13579,0.137714,0.226415,0.439326,0.114163,0.0,0.000187,1.5e-05,0.0,0.01083,0.0,0.038577,0.007143,0.031336,0.0,0.0,0.002361,0.010611,0.005903,0.048027,0.0,0.07113,0.0,0.07265,0.0,0.01978,0.0,0.0,0.046892,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0
0.23,0.111182,0.13307,0.137188,0.226415,0.441634,0.11418,0.0,0.000466,0.000361,0.000477,0.034296,0.0,0.039512,0.013006,0.032267,0.0,0.0,0.002327,0.01042,0.0058,0.047282,0.071429,0.069038,0.0,0.066239,0.0,0.019623,0.0,0.0,0.04652,0.0,0.0,0.048611,0.0,0.0,0.0,0.0,0
